100000,1.0116345882415771,90.0
110000,0.0026688575744628906,2.0
120000,0.0005621910095214844,2.0
130000,0.002524137496948242,2.0
140000,0.0029425621032714844,2.0
150000,0.002808094024658203,2.0
160000,0.0028569698333740234,2.0
170000,0.003233671188354492,2.0
180000,0.002816438674926758,2.0
190000,0.0030448436737060547,2.0
200000,0.0033202171325683594,2.0
210000,0.0034332275390625,2.0
220000,0.0031218528747558594,2.0
230000,0.0030603408813476562,2.0
240000,0.0031065940856933594,2.0
250000,0.003445863723754883,2.0
260000,0.0033843517303466797,2.0
270000,0.0031003952026367188,2.0
280000,0.0034995079040527344,2.0
290000,0.0032961368560791016,2.0
300000,0.0035848617553710938,2.0
310000,0.0033597946166992188,2.0
320000,0.0036308765411376953,2.0
330000,0.0036063194274902344,2.0
340000,0.003738880157470703,2.0
350000,0.0038313865661621094,2.0
360000,0.003931522369384766,2.0
370000,0.00418400764465332,2.0
380000,0.0036673545837402344,2.0
390000,0.004015684127807617,2.0
400000,0.003972768783569336,2.0
410000,0.0040171146392822266,2.0
420000,0.0040416717529296875,2.0
430000,0.0059888362884521484,2.0
440000,0.004069805145263672,2.0
450000,0.0041408538818359375,2.0
460000,0.004444599151611328,2.0
470000,0.004084110260009766,2.0
480000,0.004194974899291992,2.0
490000,0.004479408264160156,2.0
500000,0.004189729690551758,2.0
510000,0.00399327278137207,2.0
520000,0.00424647331237793,2.0
530000,0.004720926284790039,2.0
540000,0.005171060562133789,2.0
550000,0.005097150802612305,2.0
560000,0.004263877868652344,2.0
570000,0.004986763000488281,2.0
580000,0.00475001335144043,2.0
590000,0.005377769470214844,2.0
600000,0.005022764205932617,2.0
610000,0.005354642868041992,2.0
620000,0.005441904067993164,2.0
630000,0.005220890045166016,2.0
640000,0.005444526672363281,2.0
650000,0.0049440860748291016,2.0
660000,0.0054209232330322266,2.0
670000,0.005141735076904297,2.0
680000,0.00513148307800293,2.0
690000,0.005284786224365234,2.0
700000,0.005342006683349609,2.0
710000,0.005267143249511719,2.0
720000,0.00522923469543457,2.0
730000,0.005441427230834961,2.0
740000,0.0055849552154541016,2.0
750000,0.0054547786712646484,2.0
760000,0.0055506229400634766,2.0
770000,0.005520343780517578,2.0
780000,0.005597829818725586,2.0
790000,0.0054569244384765625,2.0
800000,0.005257844924926758,2.0
810000,0.005727052688598633,2.0
820000,0.005690336227416992,2.0
830000,0.005766153335571289,2.0
840000,0.005702972412109375,2.0
850000,0.0053250789642333984,2.0
860000,0.006483554840087891,2.0
870000,0.005685329437255859,2.0
880000,0.0058650970458984375,2.0
890000,0.005545377731323242,2.0
900000,0.005684375762939453,2.0
910000,0.00569605827331543,2.0
920000,0.005692481994628906,2.0
930000,0.006085634231567383,2.0
940000,0.005895853042602539,2.0
950000,0.0063626766204833984,2.0
960000,0.006657123565673828,2.0
970000,0.006274223327636719,2.0
980000,0.006064414978027344,2.0
990000,0.006102085113525391,2.0
